語言偵測: zh (機率: 1.00)
[5900.19s -> 5902.27s] 我也是很會替代人
[5902.27s -> 5903.63s] 我說人真的是
[5904.31s -> 5905.63s] 你要有那個意力
[5905.63s -> 5907.25s] 不要被人家打擾
[5907.25s -> 5909.17s] 我跟鄧先生講說
[5909.17s -> 5909.77s] 你是這樣子
[5909.77s -> 5912.41s] 我會業作業好給你看
[5912.41s -> 5914.09s] 鄧先生他就講說
[5914.09s -> 5915.77s] 你就是要這樣子劑
[5915.77s -> 5917.49s] 講你好話你不會動
[5917.49s -> 5920.63s] 講你好話你就業劑越來越大
[5920.63s -> 5922.07s] 我就是這樣子
[5922.07s -> 5924.83s] 你機會我們掌握到了
[5924.83s -> 5926.83s] 命運我們自己提案牌
[5927.69s -> 5929.37s] 這個就是檢探
[5929.37s -> 5933.83s] 他以前我們的皮拉眼雙
[5934.97s -> 5936.39s] 他以前這個
[5936.39s -> 5939.45s] 他以前紅班智陽昌
[5939.45s -> 5941.59s] 真的都是很那個好不好
[5941.59s -> 5942.63s] 他做這個
[5942.63s -> 5944.37s] 他提供給我
[5944.37s -> 5947.55s] 我知道我賣那個皮拉眼雙
[5947.55s -> 5950.23s] 我就是拿他的照片
[5950.23s -> 5951.23s] 給人家看
[5951.23s -> 5953.07s] 還有前面那兩張
[5953.07s -> 5954.23s] 賣零之
[5954.23s -> 5956.05s] 而且大家看到就說
[5956.05s -> 5957.39s] 我真的要做
[5957.39s -> 5959.07s] 沒有像他這樣子
[5959.07s -> 5960.21s] 真的不好
[5960.21s -> 5961.41s] 就是這樣子
[5961.41s -> 5962.71s] 我們這樣子
[5962.71s -> 5964.07s] 看他這樣子
[5964.07s -> 5966.19s] 皮拉眼雙真的是很頭
[5966.19s -> 5967.99s] 後來後面那一張
[5967.99s -> 5970.09s] 是我上臉的
[5970.09s -> 5971.39s] 我上臉
[5971.39s -> 5973.21s] 鄧先生你看
[5973.21s -> 5974.97s] 他11月20號
[5974.97s -> 5977.23s] 20號在我們這邊拿到的時候
[5977.23s -> 5978.41s] 回地就差
[5978.41s -> 5980.23s] 到12月5號的時候
[5980.77s -> 5982.23s] 你看他的眼帶
[5982.23s -> 5984.41s] 他半個月而已
[5984.41s -> 5986.15s] 我跟他講
[5986.15s -> 5987.99s] 上臉我用你的照片
[5989.27s -> 5989.87s] 我說
[5990.95s -> 5992.83s] 他昨天有問我
[5992.83s -> 5994.47s] 我說你要不要一起下去
[5994.47s -> 5996.29s] 他說你是大人
[5996.29s -> 5997.43s] 自己下去
[5997.43s -> 5998.87s] 我說你不要跟著下來
[5998.87s -> 6000.63s] 我說我有用你的照片
[6001.23s -> 6002.01s] 不要告我
[6002.01s -> 6002.85s] 沒有個字
[6004.43s -> 6005.63s] 就是這樣子
[6005.63s -> 6008.37s] 因為鄧先生很多人認識
[6008.37s -> 6010.15s] 我要賣皮拉眼雙
[6010.15s -> 6011.93s] 我就拿這兩張照片給他們
[6011.93s -> 6012.61s] 你看
[6012.61s -> 6015.05s] 我就說鄧先生你們認識嗎
[6015.05s -> 6015.83s] 這件事情是
[6015.83s -> 6017.77s] 我說我被魔術給你看
[6017.77s -> 6019.21s] 就是這樣子
[6019.21s -> 6021.77s] 皮拉眼雙就是這樣子賣出去
[6021.77s -> 6023.33s] 我就跟他講
[6023.33s -> 6024.57s] 貴伙伴
[6024.57s -> 6027.49s] 現在皮拉眼雙也是主帝殘疲
[6028.15s -> 6029.29s] 我們的預期列
[6029.29s -> 6030.89s] 你有沒有
[6030.89s -> 6033.33s] 說現在公司都在說
[6033.33s -> 6034.45s] 20萬
[6034.45s -> 6035.95s] 兩貴一夜的
[6035.95s -> 6037.29s] 國內還旅遊
[6037.29s -> 6038.77s] 因為國內的優化
[6038.77s -> 6040.83s] 前面兩次我都有去
[6041.47s -> 6042.43s] 真的很好
[6042.95s -> 6044.63s] 第二次我不知道
[6044.63s -> 6046.59s] 總還是那個客家人
[6046.59s -> 6047.55s] 你知道嗎
[6047.55s -> 6048.31s] 我吃飽
[6048.31s -> 6049.75s] 我就在摸肚子
[6051.03s -> 6052.81s] 因為我們第二次去
[6053.53s -> 6054.49s] 吃到
[6054.49s -> 6055.19s] 套餐
[6056.25s -> 6056.73s] 很多
[6056.73s -> 6058.33s] 我也就小小的
[6058.33s -> 6059.55s] 我又吃不下
[6059.55s -> 6060.79s] 但今天又講的時候
[6060.79s -> 6061.81s] 他吃不下又怕
[6061.81s -> 6062.77s] 算留起來又不好
[6063.35s -> 6064.75s] 硬稱一下這吃飽
[6064.75s -> 6065.79s] 就一直摸肚子
[6065.79s -> 6066.21s] 還有
[6066.71s -> 6067.87s] 我就講客家
[6067.87s -> 6068.55s] 他說
[6068.55s -> 6069.33s] 我吃飽
[6069.33s -> 6070.87s] 然後這樣
[6070.87s -> 6071.31s] 這樣
[6071.31s -> 6072.27s] 就這樣
[6072.27s -> 6073.89s] 他就講我
[6073.89s -> 6074.83s] 我一瞇要肚子
[6074.83s -> 6075.95s] 我太肚子
[6076.83s -> 6078.95s] 中臺天道的時候
[6078.95s -> 6079.73s] 他就說
[6079.73s -> 6081.11s] 你沒客家人
[6081.11s -> 6082.25s] 我說對
[6082.25s -> 6083.19s] 我們這一桌
[6083.19s -> 6084.47s] 陪你吃飯的
[6084.47s -> 6084.99s] 那時候
[6084.99s -> 6085.97s] 楊鑽石
[6085.97s -> 6086.43s] 他的
[6086.43s -> 6087.11s] 楊鑽鑽
[6087.11s -> 6089.17s] 他的女兒跟我們同意做
[6089.87s -> 6091.93s] 其他的都是客家人
[6091.93s -> 6093.79s] 我說我們都是客家
[6093.79s -> 6095.11s] 他就跟我
[6095.11s -> 6095.87s] 我們聊
[6095.87s -> 6097.07s] 不要把
[6097.07s -> 6098.61s] 跟我們聊
[6098.61s -> 6099.27s] 我們
[6099.27s -> 6102.25s] 雙客未來的事業怎麼樣
[6102.25s -> 6104.51s] 在觀音買那什麼
[6104.51s -> 6104.87s] 買那個
[6105.39s -> 6106.97s] 工場要場
[6106.97s -> 6107.81s] 怎樣的
[6107.81s -> 6110.21s] 他說我們會成為火半
[6110.21s -> 6111.43s] 大家在一起
[6111.43s -> 6113.25s] 前世是一家人
[6113.25s -> 6114.87s] 雙客才是一家人
[6114.87s -> 6117.15s] 聽過總臺這樣子講的時候
[6117.15s -> 6119.05s] 這第三次
[6119.05s -> 6120.19s] 我們的提到人員
[6120.19s -> 6120.95s] 二十萬
[6120.95s -> 6121.59s] 也可以
[6122.31s -> 6122.99s] 我不知道
[6122.99s -> 6124.83s] 你們準備好了沒有
[6125.83s -> 6126.57s] 那邊
[6126.57s -> 6127.23s] 鄧先生
[6127.23s -> 6128.11s] 那個組織
[6128.11s -> 6129.65s] 我們這幾個
[6129.65s -> 6130.27s] 這個組織
[6130.27s -> 6133.25s] 已經打標好幾個了
[6133.25s -> 6133.61s] 就是說
[6134.81s -> 6135.37s] 謝謝
[6136.67s -> 6137.23s] 就是說
[6137.83s -> 6138.79s] 我們有沒有
[6138.79s -> 6140.81s] 認真在這一塊
[6140.81s -> 6142.19s] 不是臨之花粉
[6142.19s -> 6143.97s] 那一個也是很好
[6145.45s -> 6146.81s] 專業的村子
[6146.81s -> 6147.81s] 跟人賣成了
[6147.81s -> 6148.73s] 幸福村子
[6148.73s -> 6149.27s] 我們
[6149.91s -> 6151.45s] 雙客的產品
[6151.45s -> 6152.27s] 每一個人
[6152.27s -> 6153.53s] 會去專業
[6154.27s -> 6156.53s] 你每一個學會專業的時候
[6156.53s -> 6158.47s] 你跟人家分享的時候
[6158.47s -> 6159.95s] 你就可以
[6159.95s -> 6161.31s] 得到很多的
[6161.31s -> 6163.15s] 像我們提到眼雙
[6163.15s -> 6164.43s] 要熱夫要怎樣
[6164.43s -> 6165.45s] 你要去跟人家講
[6165.45s -> 6166.65s] 我們的預稀店
[6166.65s -> 6168.69s] 你全部要去跟人家講
[6168.69s -> 6169.93s] 現在我們那天
[6169.93s -> 6171.49s] 說七點一天
[6171.49s -> 6172.81s] 到臺北會場
[6172.81s -> 6175.15s] 有分一本小本的
[6175.15s -> 6175.39s] OPP
[6176.17s -> 6176.73s] 那個
[6176.73s -> 6178.25s] 美麗計和OPP
[6178.25s -> 6179.37s] 我拿到
[6179.37s -> 6180.55s] 我沒長初期
[6180.55s -> 6181.85s] 我就跟人家講
[6181.85s -> 6183.85s] 一遍OPP給他聽
[6184.89s -> 6186.09s] 那個成分
[6186.09s -> 6187.97s] O美日的成分
[6187.97s -> 6188.47s] 都有
[6188.47s -> 6189.49s] 我們都有
[6189.49s -> 6192.01s] 我們天家的是
[6192.01s -> 6192.57s] 那個
[6192.57s -> 6194.21s] 預品系列
[6194.21s -> 6195.75s] 液品的活靈之
[6195.75s -> 6196.15s] 你看
[6196.15s -> 6196.99s] 我們的好不好
[6196.99s -> 6198.43s] 他們都很好
[6198.43s -> 6200.51s] 我們加一個
[6200.51s -> 6201.67s] 抗帥了
[6201.67s -> 6202.93s] 抗過名的
[6202.93s -> 6203.33s] 好不好
[6203.33s -> 6204.43s] 絕對好
[6204.43s -> 6206.55s] 你就這樣子去分享的時候
[6206.55s -> 6207.05s] 真的
[6207.05s -> 6208.49s] 一品很好賣
[6208.49s -> 6209.63s] 不會說不好賣
[6209.63s -> 6210.49s] 真的
[6210.49s -> 6212.13s] 你要抓住
[6212.13s -> 6212.99s] 對這個
[6212.99s -> 6213.79s] 有沒有專業
[6213.79s -> 6215.65s] 還有人賣的
[6215.65s -> 6216.91s] 存責人賣
[6216.91s -> 6218.05s] 就是錢賣
[6218.05s -> 6220.07s] 你有人有專業
[6220.07s -> 6222.03s] 你就要去講
[6222.03s -> 6223.15s] 一定要講
[6223.15s -> 6223.73s] 沒有講
[6223.73s -> 6224.83s] 對方絕對不知道
[6224.83s -> 6225.63s] 現在的人
[6226.27s -> 6227.31s] OPP
[6227.31s -> 6229.85s] 真的要比我們雙後好的
[6229.85s -> 6232.11s] 我們的有活靈之
[6232.11s -> 6232.63s] 他們還是
[6233.63s -> 6235.31s] 跟不上了
[6235.31s -> 6236.63s] 像那個副總講的
[6238.06s -> 6239.30s] 我們是第二
[6239.30s -> 6240.62s] 他們也不敢講第一
[6240.62s -> 6242.72s] 我們真的很保守
[6242.72s -> 6244.26s] 講得很
[6244.98s -> 6246.38s] 等會說
[6246.38s -> 6247.32s] 一直在跨
[6247.32s -> 6248.56s] 我們自己的東西
[6248.56s -> 6250.14s] 你去做實驗的人
[6250.14s -> 6251.98s] 真的是很好
[6251.98s -> 6252.98s] 幸福存責的時候
[6253.90s -> 6255.38s] 你在專業存責
[6255.38s -> 6256.58s] 跟人賣的存責
[6256.58s -> 6256.98s] 拿到
[6257.64s -> 6258.98s] 後面就是幸福
[6260.00s -> 6262.26s] 像我不是第二次
[6262.26s -> 6262.72s] 鄧先生
[6262.72s -> 6264.96s] 把我帶進來的時候
[6266.30s -> 6267.96s] 鄧太強了
[6270.26s -> 6270.94s] 第二次
[6270.94s -> 6272.68s] 跟我帶出來的時候
[6272.68s -> 6274.98s] 我沒有很認真在做
[6274.98s -> 6276.08s] 你說
[6276.08s -> 6277.66s] 那時候剛剛那個
[6277.66s -> 6279.10s] 有沒女獎的
[6279.10s -> 6279.96s] 那個沒女獎的
[6281.20s -> 6282.14s] 我們雙後
[6282.14s -> 6283.96s] 我們要拿到的
[6283.96s -> 6285.16s] 海外旅遊
[6285.16s -> 6285.60s] 真的
[6285.60s -> 6286.84s] 教我說出錢
[6286.84s -> 6288.30s] 我們是上班族
[6288.30s -> 6289.32s] 教我拿錢
[6289.32s -> 6291.62s] 說我們下個要去日本
[6291.62s -> 6292.88s] 所以一大日本回來
[6292.88s -> 6294.34s] 一定四五萬五六萬
[6294.34s -> 6295.08s] 真的不止
[6295.08s -> 6296.22s] 我沒有去玩回來
[6297.24s -> 6298.84s] 他也是氣五天
[6298.84s -> 6301.72s] 玩掉五六萬塊
[6301.72s -> 6303.42s] 他買那個什麼面租利
[6303.42s -> 6304.74s] 打母
[6304.74s -> 6305.14s] 他說
[6305.14s -> 6306.18s] 姐姐
[6306.18s -> 6307.50s] 你下個月要去
[6307.50s -> 6308.90s] 你幫我買
[6308.90s -> 6310.80s] 我說你自己不都買一點
[6310.80s -> 6312.20s] 我說我去那邊
[6312.20s -> 6314.52s] 我又不知道哪裡有可以買
[6314.52s -> 6315.54s] 他就說那很有
[6315.54s -> 6317.34s] 問他說你玩掉多少錢
[6318.00s -> 6319.46s] 我這個三妹
[6319.46s -> 6321.32s] 兩夫七氣玩掉十幾萬
[6321.32s -> 6322.94s] 我小妹一個人氣
[6322.94s -> 6324.42s] 玩掉五六萬
[6324.42s -> 6326.06s] 你看你是教我說
[6326.06s -> 6327.72s] 又錢出去玩
[6327.72s -> 6329.34s] 我覺得不會出去
[6329.34s -> 6331.20s] 我不可能出去玩
[6331.20s -> 6332.68s] 因為是上班族
[6332.68s -> 6334.02s] 我們要上了年紀
[6334.02s -> 6336.72s] 要深守跟小孩子要錢
[6336.72s -> 6338.98s] 真的是不可能的東西
[6338.98s -> 6340.24s] 哪裡有可能
[6340.24s -> 6341.94s] 還有百萬名車
[6342.66s -> 6344.50s] 因為我們這個年紀
[6344.50s -> 6346.42s] 教我開百萬名車
[6346.42s -> 6348.00s] 絕對是不可能
[6348.00s -> 6350.16s] 我現在開那個百萬名車
[6350.16s -> 6350.70s] 出去
[6350.70s -> 6352.08s] 我下車
[6352.08s -> 6354.10s] 他沒還會講
[6355.28s -> 6356.56s] 開的車子
[6356.56s -> 6357.50s] 那麼好
[6358.34s -> 6361.28s] 他說你老公做什麼事業
[6361.28s -> 6363.26s] 我說我沒沒有做事業
[6363.26s -> 6364.52s] 我再做雙客
[6364.52s -> 6366.38s] 他說什麼是雙客
[6366.38s -> 6368.24s] 外面還很多人
[6368.24s -> 6370.10s] 不知道雙客是什麼
[6370.10s -> 6371.48s] 就是你要專業
[6371.48s -> 6374.22s] 你截隊還可以推薦很多人
[6374.22s -> 6375.72s] 後來我跟他聊一聊
[6377.06s -> 6378.78s] 當然我每場出去
[6378.78s -> 6380.72s] 我都先從咖啡下手
[6381.74s -> 6382.84s] 跟他講
[6382.84s -> 6383.88s] 挺他喝咖啡
[6383.88s -> 6386.04s] 後面就是跟我們打咖啡
[6386.04s -> 6387.50s] 你說會沒夜梯嗎
[6387.50s -> 6388.66s] 絕對會有夜梯
[6388.66s -> 6391.44s] 就是說看你們怎麼去做
[6391.44s -> 6393.00s] 怎麼在經營
[6393.00s -> 6394.24s] 我們的事業
[6394.24s -> 6395.72s] 還有分火
[6396.44s -> 6397.80s] 這是過年
[6397.80s -> 6399.72s] 我孫子最高興
[6400.24s -> 6400.64s] 他說
[6400.64s -> 6402.60s] 偷好多錢
[6403.98s -> 6405.28s] 那就是這樣
[6405.28s -> 6406.70s] 陳老師講的
[6406.70s -> 6409.10s] 要做有錢的阿公
[6409.10s -> 6411.82s] 我每也是要做一個有錢的阿婆
[6411.82s -> 6413.64s] 就是這樣子出去
[6415.08s -> 6415.64s] 那個
[6416.32s -> 6419.10s] 我看我這下面我孫子是嗎
[6420.24s -> 6421.44s] 幸福的
[6421.44s -> 6423.08s] 好在
[6423.08s -> 6424.58s] 這個是我孫子
[6424.58s -> 6428.12s] 因為這個房子是我夢秘一球的
[6428.12s -> 6429.82s] 我從小姐
[6429.82s -> 6432.18s] 我就想要最動房子
[6432.18s -> 6434.02s] 以後我結婚的對象
[6434.02s -> 6435.54s] 要怎樣怎樣
[6435.54s -> 6437.48s] 是不是從夜梯
[6437.48s -> 6438.78s] 真的沒有那麼好
[6439.54s -> 6443.02s] 你說在上班族要買到這一棟房子
[6443.02s -> 6444.64s] 真的不可能
[6444.64s -> 6446.54s] 我這棟房子真的是
[6446.54s -> 6448.54s] 雙客給我的
[6451.54s -> 6454.20s] 我這在同事雙客的時候
[6454.20s -> 6457.54s] 我95年買這一棟房子
[6458.16s -> 6458.98s] 買這棟房子
[6458.98s -> 6462.86s] 那時候弄好差不多上千萬
[6462.86s -> 6465.86s] 現在我說房子後都亂談的
[6466.84s -> 6469.02s] 這邊多少錢讓你知道嗎
[6469.02s -> 6469.74s] 二字頭
[6470.74s -> 6473.00s] 我說你嚇死人我
[6473.00s -> 6474.86s] 我還跟我兒子講我小兒子
[6474.86s -> 6477.28s] 我說我們這棟房子兒子頭
[6477.86s -> 6478.70s] 賣掉他
[6478.70s -> 6482.26s] 我們來買七八百萬的來住這樣
[6482.26s -> 6485.02s] 我兒子很聰明我小兒子怎麼講
[6485.94s -> 6487.78s] 我們這個地點
[6487.78s -> 6489.86s] 這樣的透天的房子
[6489.86s -> 6491.20s] 你現在賣掉
[6491.20s -> 6495.18s] 你也那個要來這邊再買一棟房子
[6495.18s -> 6496.68s] 買不起來
[6496.68s -> 6498.12s] 我不知道兒子那麼聰明
[6498.12s -> 6499.94s] 我兒子說
[6499.94s -> 6501.20s] 這樣子就覺得就好啦
[6502.12s -> 6503.12s] 就是這樣子
[6503.12s -> 6507.58s] 因為我會很認真地在雙客的同事
[6507.58s -> 6509.72s] 我就是做給我兩個兒子
[6509.72s -> 6511.28s] 我講說我沒有什麼
[6511.28s -> 6513.12s] 我每年也沒有說產調
[6514.06s -> 6516.76s] 很多台台這樣鄧先生一講說
[6516.76s -> 6517.88s] 他有多少天
[6517.88s -> 6519.42s] 一瓶多少天
[6519.42s -> 6521.60s] 我沒有啊
[6521.60s -> 6523.92s] 只有在雙客認真做
[6523.92s -> 6526.62s] 我每場跟我兩個小孩子講
[6526.62s -> 6528.00s] 我為了做雙客
[6528.00s -> 6530.46s] 就是為你兩個兒子在做
[6530.46s -> 6533.54s] 因為我沒有什麼東西可以給你
[6533.54s -> 6536.66s] 只有在雙客以後可以繼承
[6536.66s -> 6537.74s] 就是這樣子
[6537.74s -> 6540.98s] 還有就是你不要看我這個孫子小小
[6540.98s -> 6543.68s] 他會幫我賣零之內
[6543.68s -> 6545.18s] 他也也打貿
[6545.18s -> 6547.42s] 可是我可不會好
[6547.42s -> 6549.86s] 他怎麼跟他爺爺講
[6549.86s -> 6550.72s] 爺爺
[6550.72s -> 6552.46s] 你要吃零之
[6552.46s -> 6554.68s] 他做什麼是零之
[6554.68s -> 6556.36s] 我阿婆掉了很多
[6557.82s -> 6559.42s] 不過很貴
[6559.98s -> 6562.60s] 給那你回去你阿婆家
[6562.60s -> 6565.12s] 那兩天回來給阿公
[6565.12s -> 6565.60s] 不行
[6565.60s -> 6567.56s] 我阿婆說要用賣
[6567.56s -> 6569.86s] 很貴
[6570.70s -> 6572.26s] 我趕忙
[6572.26s -> 6574.48s] 我回家或阿婆家
[6574.48s -> 6576.00s] 都吃阿婆的零之
[6576.00s -> 6578.48s] 爸爸也是媽媽也是
[6579.00s -> 6581.14s] 你們吃藥錢嗎
[6581.14s -> 6582.84s] 我沒有看媽媽拿錢給阿婆
[6583.96s -> 6584.56s] 他說
[6584.56s -> 6586.38s] 那你去拿阿婆的回來
[6586.38s -> 6587.76s] 他說不行
[6587.76s -> 6590.32s] 阿公你吃藥錢
[6591.92s -> 6593.94s] 那個請家
[6593.94s -> 6594.88s] 叫問我
[6594.88s -> 6596.92s] 那兩個大人不敢講
[6596.92s -> 6598.90s] 他說這個小孩子在講
[6598.90s -> 6600.16s] 會賣
[6600.16s -> 6602.96s] 然後他就拿兩萬塊給我
[6603.56s -> 6605.48s] 他說我聽那個
[6605.48s -> 6608.08s] 我這個孫子叫號號嗎
[6608.08s -> 6609.06s] 專職號
[6609.06s -> 6610.16s] 他聽號號講
[6610.16s -> 6611.08s] 說感冒
[6611.08s -> 6612.06s] 什麼吃零之
[6612.06s -> 6613.54s] 很有效是嗎
[6613.54s -> 6614.56s] 他說你怎麼知道
[6614.56s -> 6616.26s] 他說他阿婆家很多
[6617.24s -> 6619.56s] 他就拿兩萬塊給他
[6619.56s -> 6621.08s] 你回來的時候
[6621.08s -> 6623.20s] 就幫我帶幾盒回來
[6623.20s -> 6625.46s] 我女兒回來笑翻了
[6625.46s -> 6626.66s] 他說媽媽
[6626.66s -> 6628.68s] 你要請你這個孫子
[6628.68s -> 6628.96s] 我說幹嘛
[6629.56s -> 6630.82s] 他跟你賣零之
[6630.82s -> 6632.02s] 我說他拿有
[6632.02s -> 6634.62s] 我公公拿兩萬塊給我
[6634.62s -> 6636.30s] 底下回家我要幫他帶
[6637.22s -> 6638.72s] 我說這個孫子
[6638.72s -> 6639.10s] 很好
[6639.10s -> 6640.38s] 他跟我講
[6640.38s -> 6642.60s] 阿婆我跟你賣零之
[6642.60s -> 6644.86s] 你要不要請我吃飯
[6644.86s -> 6647.80s] 他說我主北有一個快草店
[6647.80s -> 6649.02s] 很好吃
[6649.80s -> 6651.48s] 阿婆你下來啦
[6651.48s -> 6652.66s] 你請我吃飯
[6653.82s -> 6655.44s] 我說這個孫子幾重
[6655.44s -> 6656.02s] 你知道嗎
[6656.68s -> 6659.78s] 現在他每個一個禮拜就打電話
[6659.78s -> 6660.60s] 阿婆
[6660.60s -> 6661.50s] 你要不要下來
[6661.50s -> 6663.62s] 我好想吃快草
[6665.26s -> 6666.72s] 就是我沒他
[6666.72s -> 6667.56s] 真的做阿婆
[6667.56s -> 6669.12s] 做媽媽跟做阿婆
[6669.12s -> 6670.92s] 真的不一樣
[6670.92s -> 6673.56s] 雖然說要投女頭都給他
[6674.22s -> 6675.96s] 我女兒沒常講
[6675.96s -> 6677.86s] 你下來哪裡是看我
[6677.86s -> 6679.50s] 你是要看你的孫子
[6680.10s -> 6681.70s] 阿我這個孫子
[6681.70s -> 6683.06s] 沒常我要來上課
[6683.06s -> 6683.88s] 他就講
[6683.88s -> 6684.58s] 阿婆
[6684.58s -> 6685.96s] 你又要上鑽石課
[6686.50s -> 6687.42s] 我說對啊
[6687.42s -> 6688.66s] 你要不要請
[6688.66s -> 6689.70s] 等我長大
[6689.70s -> 6691.64s] 鑽石課要很久
[6691.64s -> 6693.40s] 他就上那麼久
[6693.40s -> 6694.22s] 很累
[6695.00s -> 6695.68s] 這個
[6695.68s -> 6698.50s] 真的你在什麼家庭
[6698.50s -> 6701.12s] 你就帶出什麼小孩來
[6701.12s -> 6702.70s] 我真的有這種房子
[6703.66s -> 6705.04s] 真的是雙課
[6705.04s -> 6706.42s] 你認真做
[6706.42s -> 6707.74s] 你要什麼都有
[6707.74s -> 6709.84s] 雙課截隊買給你
[6709.84s -> 6710.74s] 就是這樣子
[6710.74s -> 6712.46s] 鼓天生常講的
[6712.46s -> 6713.82s] 再對的地方
[6713.82s -> 6715.80s] 你要做對的是
[6715.80s -> 6717.44s] 用對方方
[6717.44s -> 6718.02s] 還有
[6718.02s -> 6719.68s] 中台講
[6719.68s -> 6721.36s] 雙課幸福人生
[6721.36s -> 6723.20s] 同時要擁有六個星
[6723.20s -> 6724.94s] 做人要呈心
[6724.94s -> 6726.60s] 做事要用心
[6726.60s -> 6727.88s] 講話要小心
[6727.88s -> 6729.76s] 服務要貼心
[6729.76s -> 6731.78s] 團隊要同心
[6731.78s -> 6734.02s] 對公司要中心
[6734.86s -> 6736.00s] 這個六個星
[6736.00s -> 6738.22s] 雖然很難做到
[6738.22s -> 6739.60s] 你在六個星
[6739.60s -> 6741.10s] 是做到
[6741.10s -> 6742.52s] 你就跟緊
[6742.52s -> 6743.48s] 系統
[6743.48s -> 6745.28s] 鼓先生鼓太太
[6745.28s -> 6747.18s] 跟緊你的上線
[6747.18s -> 6749.28s] 把人帶進會場
[6750.22s -> 6751.94s] 鼓先生帶著鑽石
[6751.94s -> 6756.02s] 裡面全部在雙課挑戰成功
[6756.02s -> 6757.30s] 你要什麼
[6757.30s -> 6759.28s] 雙課都買給你
[6759.84s -> 6760.86s] 藝術大家
[6760.86s -> 6762.50s] 事業在雙課事業
[6762.50s -> 6763.36s] 業低場口
[6763.36s -> 6764.30s] 今晚分表大
[6764.30s -> 6765.10s] 謝謝各位時間
[6776.72s -> 6778.24s] 我想大家一定藝遊
[6778.24s -> 6779.08s] 為警衝
[6779.08s -> 6780.18s] 一開始
[6780.18s -> 6781.62s] 非常地有趣
[6781.62s -> 6783.58s] 到後來真的是非常地感動
[6783.58s -> 6785.98s] 那我們當然在以非常非常熱烈
[6785.98s -> 6787.06s] 以及感謝心
[6787.06s -> 6787.84s] 來感謝
[6787.84s -> 6789.74s] 秋語真秋傳詞
[6793.90s -> 6795.02s] 我想今天秋傳詞
[6795.02s -> 6796.24s] 幫我們正元一件事情
[6796.24s -> 6797.52s] 其實在雙課
[6797.52s -> 6798.92s] 只需要我們自己
[6798.92s -> 6800.08s] 想要
[6800.08s -> 6800.86s] 感藥
[6800.86s -> 6801.80s] 努力的去
[6801.80s -> 6803.02s] 要自己人生
[6803.02s -> 6804.12s] 想追求的夢想
[6804.12s -> 6805.20s] 我們就一定能夠完成
[6806.22s -> 6807.38s] 那在這裡
[6807.38s -> 6808.20s] 不打幾件事情
[6808.20s -> 6809.78s] 就是剛剛秋傳詞
[6809.78s -> 6811.08s] 一直提到說
[6811.08s -> 6811.66s] 鼓先生
[6811.66s -> 6812.94s] 我們系統領導者
[6812.94s -> 6813.94s] 鼓大師在
[6813.94s -> 6814.94s] 找我們的鑽石
[6815.66s -> 6816.68s] 所以大家喜歡
[6816.68s -> 6818.46s] 應該都拿到雙課單字
[6818.46s -> 6820.70s] 那這個青年作坦會
[6820.70s -> 6822.16s] 他有相當資格
[6822.16s -> 6823.76s] 那如果符合資格的話
[6824.22s -> 6826.12s] 進妖大家趕快去報名
[6826.12s -> 6827.26s] 再來下個禮拜
[6827.26s -> 6827.90s] 同一時間
[6827.90s -> 6829.08s] 晚上七點半
[6829.08s -> 6831.66s] 我們邀請到了健康林制雜誌的編輯
[6831.66s -> 6832.58s] 無停搖
[6832.58s -> 6834.12s] 來為我們這裡做分享
[6834.12s -> 6835.62s] 所以大家如果下個禮拜
[6835.62s -> 6836.78s] 來的話可以早點到
[6836.78s -> 6838.96s] 因為可能會刻滿現象
[6838.96s -> 6841.04s] 所以大家早點早好停車位
[6841.04s -> 6841.82s] 那今天的會
[6841.82s -> 6843.06s] 因為有大家參與
[6843.06s -> 6844.20s] 非常圓滿結束
[6844.20s -> 6845.54s] 大家回去入場請小心
[6845.54s -> 6846.60s] 謝謝大家
